"","osm_id","name","Block_number","City","Country","County","Housenumber","State","Postcode","Street","geometry"
"9577248686","9577248686","Popeyes",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0295904, 40.8227198)
"9577248687","9577248687","Pret A Manger",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0296778, 40.822609)
"9579458318","9579458318","Popeyes",NA,NA,NA,NA,"1572",NA,"10128","3rd Avenue",c(-73.953048, 40.7804247)
"9583638728","9583638728","Espinal Deli",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9517047, 40.6902357)
"9583753112","9583753112","Kingston Bakery Brooklyn",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9607338, 40.6941717)
"9588356397","9588356397","New China Garden",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9563306, 40.694678)
"9588511536","9588511536","Xing Wang Restaurant",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9362649, 40.6973866)
"9595690718","9595690718","Pure Green",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9595129, 40.7359093)
"9595950540","9595950540","Empanada City",NA,NA,NA,NA,"48",NA,"11237","Cypress Avenue",c(-73.9202317, 40.7082711)
"9601671754","9601671754","Dunkin'",NA,"Brooklyn",NA,NA,"617","NY","11235","Brighton Beach Avenue",c(-73.9609266, 40.5778911)
"9606632567","9606632567","Hero Champ",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0066169, 40.6557734)
"9609222681","9609222681","Pomodoro Pizza Feastin",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.986616, 40.669033)
"9609222682","9609222682","Chicken Feastin",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9866318, 40.6690139)
"9609973481","9609973481","Dunkin'",NA,"Brooklyn",NA,NA,"418","NY","11223","East 2nd Street",c(-73.9720148, 40.6087777)
"9615001126","9615001126","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3295184, 40.5681081)
"9621641144","9621641144","Hings Kowk",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9508101, 40.6873395)
"9622073540","9622073540","Sajoma Restaurant",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9402997, 40.6927565)
"9622409696","9622409696","Fu En Restaurant",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9406448, 40.6952566)
"9622672881","9622672881","Taco Bell Cantina",NA,NA,"US",NA,"976","NY","10018","6th Avenue",c(-73.9867321, 40.7508937)
"9630409564","9630409564","Factory Tamal",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9907702, 40.726859)
"9631735860","9631735860","Pizza Devito Italia",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0025294, 40.6179092)
"9646862886","9646862886","McDonald's",NA,"New York",NA,NA,"2726","NY","10025","Broadway",c(-73.9678175, 40.7999642)
"9646952139","9646952139","The Botanist",NA,"New York",NA,NA,"3229","NY","10027","Broadway",c(-73.9579462, 40.8168)
"9646952140","9646952140","Shai Hummusiya",NA,"New York",NA,NA,"3229","NY","10027","Broadway",c(-73.9579315, 40.8168315)
"9646952141","9646952141","Benny Casanova's",NA,"New York",NA,NA,"3229","NY","10027","Broadway",c(-73.9578926, 40.8168842)
"9646952142","9646952142","Butterfunk BIscuit Co.",NA,"New York",NA,NA,"3229","NY","10027","Broadway",c(-73.9579113, 40.8168589)
"9651970578","9651970578","Williamsburg Pizza",NA,"New York",NA,NA,"277","NY","10002","Broome Street",c(-73.9911276, 40.7183056)
"9652307132","9652307132","Krispy Kreme",NA,"New York",NA,NA,"36","NY","10010","East 23rd Street",c(-73.9874499, 40.7404651)
"9653018437","9653018437","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4617835, 39.4874819)
"9653143947","9653143947","CM chicken",NA,"Philadelphia",NA,NA,"3180","PA","19104","Chestnut Street",c(-75.1872815, 39.9536404)
"9653343576","9653343576","Dig",NA,"New York",NA,NA,"17","NY","10003","E 17th St",c(-73.9910075, 40.7375465)
"9654087802","9654087802","Bobwhite Counter",NA,"Jersey City",NA,NA,"150","NJ","07302","Warren Street",c(-74.0398442, 40.712252)
"9655078608","9655078608","Speedy's Burgers & Bowls",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0374998, 40.7139099)
"9656421342","9656421342","Taco Bell",NA,NA,NA,NA,NA,"NY",NA,NA,c(-73.9119248, 40.6696554)
"9656421343","9656421343","KFC",NA,NA,NA,NA,NA,"NY",NA,NA,c(-73.9118398, 40.6696677)
"9657089228","9657089228","Jungle Juice",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4744065, 40.7964616)
"9659096582","9659096582","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9983475, 40.7544402)
"9659208994","9659208994","Chelsea Bagel & Pizzeria",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.982025, 40.7471784)
"9659314880","9659314880","Sweetgreen",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0341424, 40.7150442)
"9659314881","9659314881","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0358766, 40.7164297)
"9659405519","9659405519","Firecracker Wings",NA,NA,NA,NA,"430",NA,"10010","2nd Avenue",c(-73.9799423, 40.7388727)
"9659618268","9659618268","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.033909, 40.7157166)
"9659618269","9659618269","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0340431, 40.7157369)
"9661654065","9661654065","Chipotle",NA,"Jersey City",NA,NA,"30","NJ","07302","Montgomery Street",c(-74.0352085, 40.7167201)
"9661820817","9661820817","Il Gusto Pizza",NA,NA,NA,NA,"50",NA,"10003","2nd Avenue",c(-73.9897913, 40.725384)
"9663197993","9663197993","Have A Bagel",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9584131, 40.7100045)
"9678600531","9678600531","Dunkin'",NA,"New York",NA,NA,"33","NY","10004","Beaver Street",c(-74.0122027, 40.7050772)
"9681405917","9681405917","Papa John's",NA,"New York",NA,NA,"896","NY","10025","Amsterdam Avenue",c(-73.9669067, 40.7991181)
"9682736825","9682736825","Shake Shack",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2896696, 40.0084229)
"9685676341","9685676341","Delicacy",NA,NA,NA,NA,"12",NA,"10017","East 44th Street",c(-73.9790946, 40.7543174)
"9693419531","9693419531","Baya Bar",NA,NA,NA,NA,"9417",NA,"11209","3rd Avenue",c(-74.0333576, 40.6174071)
"9694851017","9694851017","Sticky's Finger Joint",NA,NA,NA,NA,"466",NA,NA,"Lexington Avenue",c(-73.9749446, 40.7539151)
"9696066131","9696066131","Domino's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9019458, 40.7409038)
"9699194096","9699194096","Chick-fil-A",NA,NA,NA,NA,"675",NA,"10036","8th Avenue",c(-73.9895835, 40.7578856)
"9699429940","9699429940","Zoës Kitchen",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2445301, 40.2360796)
"9700890359","9700890359","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9721399, 40.8280768)
"9708208979","9708208979","7th Street burger",NA,"New York",NA,NA,"91","NY","10009","East 7th Street",c(-73.9853696, 40.7269257)
"9708227688","9708227688","T&G Food Store",NA,"Elizabeth",NA,NA,"601","NJ","07202","South Broad Street",c(-74.2163673, 40.6502855)
"9709878966","9709878966","Burger King",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0890619, 40.5905177)
"9709881248","9709881248","Wendy's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.090974, 40.588217)
"9710439217","9710439217","Spread Bagelry",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.3879643, 40.0453129)
"9712311218","9712311218","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1305381, 41.1128937)
"9715843944","9715843944","GO Popcorn",NA,"Philadelphia",NA,NA,"1328","PA","19107","Walnut Street",c(-75.163345, 39.9491319)
"9715918352","9715918352","Tacos Deliciosos El Amigo",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0179919, 40.6409569)
"9715971737","9715971737","La Parada II",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0178739, 40.6410729)
"9721190316","9721190316","Philly Fried Chicken",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1632862, 39.979281)
"9724926205","9724926205","Carl's Corner Nazareth",NA,"Nazareth",NA,NA,"848","PA","18064","Nazareth Pike",c(-75.3127045, 40.7317374)
"9724988417","9724988417","Auntie Anne's",NA,"East Brunswick",NA,NA,"755","NJ","08816","NJ 18",c(-74.3825218, 40.4232596)
"9731438473","9731438473","Subway",NA,NA,NA,NA,"1610","NY","11229","Kings Highway",c(-73.9567869, 40.6092618)
"9735550665","9735550665","Tacombi",NA,NA,NA,NA,"139",NA,"10003","East 12th Street",c(-73.9883569, 40.7321585)
"9738530013","9738530013","El Mirador",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9810601, 40.6422674)
"9738530014","9738530014","Singara",NA,NA,NA,NA,"466",NA,"11218","McDonald Avenue",c(-73.9796993, 40.6430943)
"9738560318","9738560318","Madhuban Sweets & Restaurant",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9798585, 40.6427746)
"9738560321","9738560321","Abdullah Sweets & Restaurant",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9799135, 40.642756)
"9740077038","9740077038","Ghoroa Sweets & Restaurant",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9795747, 40.6423987)
"9740146605","9740146605","Radhuni Sweets & Restaurant",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9791442, 40.6423864)
"9740498533","9740498533","Dino's Pizza-teria II",NA,"Easton",NA,NA,"115","PA","18045","Palmer Park Mall",c(-75.257769, 40.6967111)
"9740498537","9740498537","Pretzels Plus",NA,"Easton",NA,NA,"110","PA","18045","Palmer Park Mall",c(-75.2579957, 40.6967644)
"9740539533","9740539533","Dairy Queen",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2583409, 40.696834)
"9740539534","9740539534","Orange Julius",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2583568, 40.6968737)
"9749233913","9749233913","All'Antico Vinaio",NA,"New York",NA,NA,"729","NY","10036","8th Avenue",c(-73.9882202, 40.7596992)
"9750049380","9750049380","Taj Mahal Restaurant",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9791981, 40.6425987)
"9750101476","9750101476","Halal Xpress",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9776891, 40.6436856)
"9750101478","9750101478","Soho Cafe & Grill",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9778823, 40.643599)
"9750101480","9750101480","Food Garden",NA,NA,NA,NA,"329",NA,"11218","East 2nd Street",c(-73.9782669, 40.643608)
"9750252962","9750252962","Welcome Chili Restaurant",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9901669, 40.643603)
"9753289207","9753289207","Five Guys",NA,"New York",NA,NA,"80","NY","10038","Maiden Lane",c(-74.0075294, 40.7071308)
"9755513710","9755513710","Famiglia Pizzeria",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9789979, 40.573374)
"9755747432","9755747432","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9865274, 40.5824006)
"9757940471","9757940471","Nathan's Boardwalk Bistro",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0005048, 40.5720471)
"9760077798","9760077798","Lo Duca Pizza",NA,NA,NA,NA,"14",NA,NA,"Newkirk Plaza",c(-73.962615, 40.634965)
"9760941841","9760941841","Popeyes",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.428809, 40.1563138)
"9760941842","9760941842","Taco Bell",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4290367, 40.1561833)
"9762210755","9762210755","Sunset Restaurante Cafeteria",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0197572, 40.6465897)
"9773399368","9773399368","Pete's Brooklyn Eats",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0233202, 40.6466972)
"9773740471","9773740471","El Diamante Cafe",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0126861, 40.6499439)
"9775537811","9775537811","Panera Bread",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1099814, 40.5664441)
"9777603036","9777603036","Kate's Kitchen",NA,"Brooklyn",NA,NA,"119","NY","11209","Bay Ridge Avenue",c(-74.0314383, 40.6375198)
"9779751311","9779751311","Tortas Morelos",NA,NA,NA,NA,"271",NA,"11220","Bay Ridge Avenue",c(-74.0264712, 40.6359719)
"9779751518","9779751518","Fu Lai Kitchen",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0257572, 40.6360147)
"9779751529","9779751529","Donut Connection",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.02611, 40.6360146)
"9779884982","9779884982","Bella Roma",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0267471, 40.6344516)
"9779884988","9779884988","Panda",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0267306, 40.6345002)
"9779884992","9779884992","Fuel",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0265992, 40.6348167)
"9780558621","9780558621","mishmish Mediterranean Home",NA,"Montclair",NA,NA,"631 1/2","NJ","07043","Valley Road",c(-74.2079325, 40.8426213)
"9783621638","9783621638","Los Poblanos",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0110552, 40.6515107)
"9783621642","9783621642","Casa Latina",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0115803, 40.6510026)
"9791466873","9791466873","Gyro Cafe",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9701225, 40.643157)
"9795758725","9795758725","Chipotle",NA,"Blue Bell",NA,NA,"950","PA","19422","DeKalb Pike",c(-75.2907008, 40.1657647)
"9795771366","9795771366","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4178891, 40.1650319)
"9795775514","9795775514","Philly Pretzel Factory",NA,"Lansdale",NA,NA,"330","PA","19446","West Main Street",c(-75.2874867, 40.2436907)
"9795820258","9795820258","Toscana Pizza",NA,"Allendale",NA,NA,"83","NJ","07401","West Allendale Avenue",c(-74.1289892, 41.0304393)
"9800537745","9800537745","Baya Bar",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0275632, 40.6361021)
"9800537747","9800537747","Cali Tajadas",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0272513, 40.6362126)
"9801852137","9801852137","Five Guys",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1475445, 40.0582861)
"9807347128","9807347128","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9814509, 40.7408098)
"9809548456","9809548456","Dunkin'",NA,"Fair Haven",NA,NA,"598","NJ","07704","River Road",c(-74.0417605, 40.3612702)
"9810242927","9810242927","Panera Bread",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.2965417, 40.287208)
"9811608358","9811608358","La Bagel Delight",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9887316, 40.7023931)
"9811756184","9811756184","Surf City Pizzaria",NA,"Brooklyn",NA,NA,"837","NY","11224","Surf Avenue",c(-73.9778397, 40.5756167)
"9812716225","9812716225","Qdoba",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3653822, 40.7402908)
"9815338997","9815338997","Bloomfield Best Bagels",NA,"Bloomfield",NA,NA,"404","NJ","07003","Broad Street",c(-74.1926846, 40.8071905)
"9815382439","9815382439","McDonald's",NA,"Bloomfield",NA,NA,"425","NJ","07003","Broad Street Ctr",c(-74.1919271, 40.8081504)
"9823117906","9823117906","Papa John's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0241742, 40.6253031)
"9826331329","9826331329","Alsalam Restaurant",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0219806, 40.6315423)
"9829640326","9829640326","Dunkin'",NA,NA,NA,NA,"1510",NA,NA,"Elm Avenue",c(-73.9596559, 40.6178298)
"9832052219","9832052219","Vic's Bagels",NA,"Bethlehem",NA,NA,"2910","PA","18017","Easton Avenue",c(-75.3381385, 40.6475032)
"9834107262","9834107262","Hemo's Spot 5",NA,NA,NA,NA,"6929",NA,"11209","5th Avenue",c(-74.0211663, 40.6326728)
"9834601277","9834601277","The Halal Spot",NA,NA,NA,NA,"474",NA,"11205","Myrtle Avenue",c(-73.9663305, 40.6932811)
"9834601284","9834601284","JJ Kitchen",NA,NA,NA,NA,"475B",NA,"11205","Myrtle Avenue",c(-73.9662935, 40.693529)
"9834601285","9834601285","Kum Kau",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9667325, 40.6934862)
"9834601293","9834601293","Jimmy John's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9645553, 40.693411)
"9845248540","9845248540","Dunkin'",NA,"Brooklyn",NA,NA,NA,"NY","11214","86th Street",c(-73.9942201, 40.6019553)
"9845254412","9845254412","Burger King",NA,"Brooklyn",NA,NA,NA,"NY","11214","86th Street",c(-73.994538, 40.6021533)
"9845268955","9845268955","Taco Bell",NA,"Brooklyn",NA,NA,NA,"NY","11214","86th Street",c(-73.9984468, 40.6049252)
"9845281852","9845281852","McDonald's",NA,"Brooklyn",NA,NA,NA,"NY","11214","86th Street",c(-73.9982672, 40.6048135)
"9853269826","9853269826","Subway",NA,"Brooklyn","US",NA,"3005","NY","11226","Church Avenue",c(-73.9492138, 40.6510036)
"9861229817","9861229817","Food Truck Buenos Nachos Amigos",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.008208, 40.7056856)
"9872638241","9872638241","Chipotle",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1158234, 40.1233603)
"9872765493","9872765493","Tisch Cafe",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9737976, 40.7425311)
"9873034474","9873034474","Al Horno",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.979396, 40.7452696)
"9874879429","9874879429","The Chubby Crab",NA,"New York",NA,NA,"77","NY","10002","Chrystie Street",c(-73.9944986, 40.7172475)
"9876672126","9876672126","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3653525, 40.7403863)
"9876672127","9876672127","Auntie Anne's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3652928, 40.7403746)
"9876984224","9876984224","Dear Rufino",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9853638, 40.7320846)
"9879176469","9879176469","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3253294, 40.5986223)
"9895269792","9895269792","Freddie & Peppers",NA,"New York",NA,NA,"303","NY","10023","Amsterdam Avenue",c(-73.9803577, 40.7800359)
"9896090690","9896090690","White Castle",NA,"Brooklyn",NA,NA,"3015","NY","11224","Stillwell Avenue",c(-73.9809084, 40.5751246)
"9902148927","9902148927","Playa Bowls",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0375284, 40.0928438)
"9902852319","9902852319","Presto Fresh Cafe",NA,"New York",NA,NA,"429","NY","10027","West 125th Street",c(-73.9549914, 40.8122183)
"9902877817","9902877817","Chipotle",NA,"Philadelphia",NA,NA,"9173","PA","19114","Roosevelt Boulevard",c(-75.0331128, 40.0745086)
"9904363429","9904363429","49 Columbia Newsstand & Luncheonette",NA,NA,NA,NA,"49",NA,"10002","Columbia Street",c(-73.9804441, 40.7173047)
"9908096615","9908096615","VIP Pizza",NA,NA,NA,NA,"309",NA,NA,"Lancaster Avenue",c(-75.5491374, 40.0402363)
"9909855174","9909855174","Subway",NA,"Pennsville",NA,NA,"709","NJ","08070","Broadway Road",c(-75.5044903, 39.6118708)
"9915435144","9915435144","Popeyes",NA,"Philadelphia",NA,NA,"7124-7162","PA","19128","Ridge Avenue",c(-75.2316228, 40.044457)
"9917646830","9917646830","El Salvadorin",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0085606, 40.6470014)
"9917781239","9917781239","Dairy Queen",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9823997, 41.0148423)
"9917781241","9917781241","Mooyah",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9828238, 41.0139428)
"9919736804","9919736804","Yocco's",NA,"Allentown",NA,NA,"1930","PA","18109","Catasauqua Road",c(-75.4287675, 40.6413182)
"9920099979","9920099979","Taco Bell Cantina",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0113931, 40.6442752)
"9920390979","9920390979","Sammy's Halal Food",NA,"New York",NA,NA,NA,"NY","10012","6th Avenue",c(-74.0007467, 40.7318115)
"9920390980","9920390980","King of Falafel & Shawarma",NA,"Astoria",NA,NA,NA,"NY","11105","Ditmars Boulevard",c(-73.9109081, 40.7762175)
"9920390981","9920390981","King of Falafel & Shawarma",NA,"New York",NA,NA,NA,"NY","10022","East 53rd Street",c(-73.9728482, 40.7592265)
"9922721454","9922721454","Angry Deekin BBQ",NA,"Philadelphia",NA,NA,"1019",NA,"19123","Spring Garden Street",c(-75.1551823, 39.96186)
"9922905835","9922905835","Qdoba",NA,"Wilmington",NA,NA,"5609","DE","19803","Concord Pike",c(-75.5412651, 39.8337105)
"9922905838","9922905838","Auntie Anne's",NA,NA,NA,NA,"5613",NA,NA,"Concord Pike",c(-75.5409754, 39.8336631)
"9922905839","9922905839","Jamba",NA,NA,NA,NA,"5613",NA,NA,"Concord Pike",c(-75.5408815, 39.8336487)
"9923265677","9923265677","Sobremesa Cocina Mexicana",NA,"Long Island City",NA,NA,"43-56","NY","11101","12th Street",c(-73.9485838, 40.750076)
"9932514108","9932514108","Yoi Ramen & Tea",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9772252, 40.7432613)
"9934347169","9934347169","BGR Bloomfield",NA,"Bloomfield",NA,NA,"56","NJ","07003","Broad Street",c(-74.1976162, 40.7955209)
"9936175926","9936175926","Blossom Ice Cream Poke Bowl",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9917159, 40.689306)
"9939959822","9939959822","E&E Gourmet Express",NA,"Philadelphia",NA,NA,"1300","PA","19122","West Montgomery Avenue",c(-75.1559235, 39.9799829)
"9939959823","9939959823","Fresh Fruit Salad & Smoothie",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1557856, 39.9799679)
"9945650418","9945650418","Tabletime",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9802104, 40.7529992)
"9948660944","9948660944","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.6505629, 40.6795805)
"9948699933","9948699933","Subway",NA,"New York",NA,NA,"23","NY","10038","Maiden Lane",c(-74.0090617, 40.7093522)
"9949886591","9949886591","Checkers",NA,"Brooklyn",NA,NA,"1801","NY","11226","Church Avenue",c(-73.9629677, 40.6496037)
"9949886594","9949886594","Brooklyn Pizza II",NA,"Brooklyn",NA,NA,"1806","NY","11226","Church Avenue",c(-73.962804, 40.6494415)
"9950542396","9950542396","4 Boy 99¢ Pizza",NA,"New York",NA,NA,"252","NY",NA,"West 31st Street",c(-73.994249, 40.7499168)
"9955991419","9955991419","Juice Me Organics",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1199069, 41.0104984)
"9964727996","9964727996","Divine Express",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9611025, 40.6802125)
"9964813462","9964813462","New Dragon Palace",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9753455, 40.6965854)
"9964840579","9964840579","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0089218, 40.7103387)
"9966553542","9966553542","Court Street Grocers",NA,NA,NA,NA,"540",NA,"10012","La Guardia Place",c(-73.99849, 40.7288374)
"9968738843","9968738843","Boston Market",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0621372, 40.3161048)
"9971433226","9971433226","Manhattan Bagel",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.3221873, 39.9742179)
"9976151521","9976151521","Jalapa Jar",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9709466, 40.6983639)
"9976151522","9976151522","Hungy House",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9709359, 40.6985067)
"9976151523","9976151523","Pizza Yard",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9709253, 40.6986496)
"9976151524","9976151524","Sabor",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9709572, 40.6982211)
"9977834479","9977834479","The Waffle Box",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9823885, 40.6922287)
"9979394746","9979394746","United Fried Chicken",NA,NA,NA,NA,"2515",NA,NA,"Adam Clayton Powell Jr Boulevard",c(-73.9383984, 40.8221072)
"9982621599","9982621599","Boulevard Drinks",NA,"Jersey City",NA,NA,"48","NJ","07306","Journal Square Plaza",c(-74.0643116, 40.731914)
"9995231384","9995231384","The Halal Guys",NA,"Philadelphia",NA,NA,"3816-36","PA","19104","Chestnut Street",c(-75.1998311, 39.9552621)
"9998686271","9998686271","Basile's Pizza",NA,"Jersey City",NA,NA,"116","NJ","07302","Newark Avenue",c(-74.0427213, 40.7201147)
"9998715290","9998715290","Super Hero Sub Shop",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0805652, 40.7286465)
"9998715294","9998715294","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0689322, 40.7250228)
"10000660268","10000660268","Sauce Pizzeria",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9958286, 40.7518526)
"10000660269","10000660269","EAK Ramen",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9958774, 40.7517906)
"10000660270","10000660270","Jacob's Pickels",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.995919, 40.7517384)
"10000660271","10000660271","Naya",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9959678, 40.7516764)
"10000660274","10000660274","Maman",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9956291, 40.7516134)
"10000660277","10000660277","Burger Joint",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.995543, 40.7517569)
"10000660278","10000660278","Chopt",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9956291, 40.7518482)
"10000660280","10000660280","Pressed Juicery",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.995203, 40.75163)
"10000660281","10000660281","Vesuvio",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9950135, 40.7515526)
"10007212450","10007212450","Poke Zest",NA,NA,NA,NA,"629",NA,"11222","Manhattan Avenue",c(-73.9509798, 40.7238629)
"10022840754","10022840754","White Castle",NA,"Nanuet",NA,NA,"136","NY","10954","West Route 59",c(-74.0174114, 41.0989914)
"10048457359","10048457359","Zuzanna's Gourmet",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.6232702, 40.8603115)
"10048459125","10048459125","Macho Nacho",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4827063, 40.8041059)
"10049997019","10049997019","The Habit Burger Grill",NA,"King of Prussia",NA,NA,"120","PA","19406","Village Drive",c(-75.4042849, 40.0850651)
"10050226219","10050226219","Sticky's finger joint",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.6143422, 40.5828254)
"10052300487","10052300487","Masker's Snack Bar",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3494895, 41.2408435)
"10067006354","10067006354","Dunkin'",NA,"Highland Park",NA,NA,"55","NJ","08904","Raritan Avenue",c(-74.4340926, 40.4981876)
"10068711924","10068711924","The Dugout",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4663706, 40.7810197)
"10073864124","10073864124","Proong Noodle Bar",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9799887, 40.7352297)
"10073955919","10073955919","Birria L.E.S.",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9882629, 40.7286941)
