"Name","Category","geometry"
"Pret A Manger","Fast Food",c(-73.990456, 40.7372903)
"Sal's Pizza Randa","Fast Food",c(-75.3555735, 40.4354298)
"Subway","Fast Food",c(-75.3547238, 40.4355537)
"Acapulco","Fast Food",c(-73.9551788, 40.7367051)
"McDonald's","Fast Food",c(-73.9183791, 40.7594955)
"Popeyes","Fast Food",c(-73.8852736, 40.764369)
"Dunkin'","Fast Food",c(-73.885865, 40.7644677)
"New Zhong Hua","Fast Food",c(-73.9638838, 40.7947981)
"Dunkin'","Fast Food",c(-73.9815945, 40.7321799)
"Mike´s Pizza","Fast Food",c(-73.9344239, 40.7521845)
"McDonald's","Fast Food",c(-74.9044026, 40.046562)
"Dunkin'","Fast Food",c(-74.2832401, 40.5566787)
"Chipolte","Fast Food",c(-73.9850517, 40.7398067)
"Frank's Pizza","Fast Food",c(-73.9850793, 40.7398144)
"Domino's","Fast Food",c(-74.560196, 40.8838536)
"Subway","Fast Food",c(-73.9097826, 40.8748079)
"Pronto Pizza","Fast Food",c(-73.9923099, 40.6894307)
"La Rosa Chicken","Fast Food",c(-74.0811448, 40.2357254)
"Dunkin' Donuts","Fast Food",c(-74.0804796, 40.2353159)
"McDonald's","Fast Food",c(-74.0858493, 40.2222996)
"Daniello's","Fast Food",c(-73.9679169, 40.7918466)
"Five Guys","Fast Food",c(-73.9667781, 40.8046074)
"Brownstone Bread & Bagel Company","Fast Food",c(-73.982757, 40.677442)
"McDonald's","Fast Food",c(-74.7200815, 40.9345116)
"El Buffet Restaurant","Fast Food",c(-73.9269346, 40.8654567)
"McDonald's","Fast Food",c(-73.9275289, 40.8651691)
"Five Guys","Fast Food",c(-73.9946509, 40.7525017)
"Arby's","Fast Food",c(-75.1592496, 39.8262703)
"Dunkin'","Fast Food",c(-74.4373913, 40.686107)
"Panera Bread","Fast Food",c(-74.4800066, 40.6691324)
"Dunkin'","Fast Food",c(-74.4806676, 40.6691233)
"Blimpie","Fast Food",c(-74.4806418, 40.6690166)
"Papa John's","Fast Food",c(-74.0508725, 40.9455088)
"KFC","Fast Food",c(-74.0508725, 40.945604)
"Subway","Fast Food",c(-74.0000617, 40.7376843)
"Domino's","Fast Food",c(-75.3777451, 40.6120941)
"New York Burger Co","Fast Food",c(-74.0040709, 40.7474289)
"Dunkin'","Fast Food",c(-73.9946765, 40.7552873)
"Jeannie's Deli","Fast Food",c(-73.9997533, 40.7431771)
"Chipotle","Fast Food",c(-74.001146, 40.7420072)
"Golden Wok","Fast Food",c(-73.9997496, 40.7439086)
"Joe's Pizza","Fast Food",c(-73.9997311, 40.7439385)
"McDonald's","Fast Food",c(-73.9971461, 40.7475198)
"Popeyes","Fast Food",c(-73.9984148, 40.7450158)
"Subway","Fast Food",c(-73.9975429, 40.7462136)
"Royal Siam Thai","Fast Food",c(-73.9985713, 40.7447092)
"Domino's","Fast Food",c(-73.9711194, 40.7883033)
"Wingstop","Fast Food",c(-73.9695173, 40.7982082)
"Taste of the Shore","Fast Food",c(-74.4324446, 39.3572005)
"Subway","Fast Food",c(-74.4368167, 39.3613484)
"Nathan's","Fast Food",c(-74.0768077, 40.9164046)
"McDonald's","Fast Food",c(-74.0763104, 40.9166938)
"Boardwalk Food Court","Fast Food",c(-74.4378474, 40.1377324)
"Wildside Pizza","Fast Food",c(-74.4370689, 40.137233)
"McDonald's","Fast Food",c(-75.0388416, 39.408054)
"Kohrs Bros. Frozen Custard","Fast Food",c(-74.8142514, 38.9839493)
"Curley's Fries","Fast Food",c(-74.8039152, 38.9899907)
"Blue Lagoon Cafe","Fast Food",c(-74.4397274, 40.1473031)
"Mama Flora's","Fast Food",c(-74.4396705, 40.1473609)
"Toby's Cup","Fast Food",c(-75.1717593, 40.6983494)
"StrEAT","Fast Food",c(-74.1745828, 40.6916736)
"Dunkin'","Fast Food",c(-74.1750737, 40.697671)
"Pizza Suprema","Fast Food",c(-73.995213, 40.750135)
"Dunkin'","Fast Food",c(-73.9984752, 40.7456359)
"Jackson Hole","Fast Food",c(-73.9725691, 40.7856092)
"Amore Pizza","Fast Food",c(-75.5309288, 40.5789381)
"Dunkin'","Fast Food",c(-74.1949862, 40.8642244)
"Gotham Pizza","Fast Food",c(-74.0030028, 40.7438728)
"McDonald's","Fast Food",c(-73.9878454, 40.7406342)
"7th Street Burger","Fast Food",c(-73.9778358, 40.7841537)
"Mission Sandwich","Fast Food",c(-73.9622648, 40.7131976)
"Dunkin'","Fast Food",c(-75.1737457, 40.6982598)
"Domino's","Fast Food",c(-74.2919606, 41.0066615)
"McDonald's","Fast Food",c(-73.9825105, 40.7778959)
"La Vera Pizza","Fast Food",c(-73.9724172, 40.7943168)
"Dunkin'","Fast Food",c(-74.2850988, 40.9693809)
"Moe's Southwest Grill","Fast Food",c(-74.2839566, 40.9668536)
"V&J Pizza","Fast Food",c(-74.283386, 40.9668917)
"KC's Bagel Express","Fast Food",c(-74.2852996, 40.965196)
"Dunkin'","Fast Food",c(-74.2770333, 40.9497179)
"Panera Bread","Fast Food",c(-74.2713761, 40.9389676)
"Five Guys","Fast Food",c(-74.2690507, 40.9392507)
"Saladworks","Fast Food",c(-74.2690935, 40.9394759)
"Dunkin'","Fast Food",c(-74.2702654, 40.9339345)
"Paesano's Philly Style Sandwiches","Fast Food",c(-75.158103, 39.937159)
"Golden Crust","Fast Food",c(-73.9644039, 40.6490598)
"Kennedy Chicken","Fast Food",c(-73.9642179, 40.6491271)
"Baji Baji","Fast Food",c(-73.9851267, 40.7281476)
"Fatoosh","Fast Food",c(-73.9977701, 40.69151)
"Table 87 Coal Oven Pizza","Fast Food",c(-73.9973386, 40.6912362)
"Subway","Fast Food",c(-73.9699992, 40.6930188)
"Myrtle Bagel","Fast Food",c(-73.9693685, 40.6929818)
"Flatbush Latin Grill","Fast Food",c(-73.9620032, 40.6497183)
"The Mendieta's Pizza Y Mas","Fast Food",c(-73.9615708, 40.6498402)
"Ninja Japan","Fast Food",c(-73.9614604, 40.6498709)
"JC Mar Restaurant","Fast Food",c(-73.9503021, 40.6735357)
"Brooklyn Pizza Crew","Fast Food",c(-73.9503863, 40.6727664)
"620 On Caton Pizzeria","Fast Food",c(-73.973924, 40.6475264)
"624 Kam Hai","Fast Food",c(-73.9737749, 40.6475099)
"M&J Navy Yard Sub Shop","Fast Food",c(-73.9729527, 40.6978053)
"Wing Hua","Fast Food",c(-73.9989149, 40.6764452)
"Dos Toros Taqueria","Fast Food",c(-73.9914436, 40.6919811)
"Bagel World","Fast Food",c(-73.9837179, 40.6720373)
"Brothers Bagels","Fast Food",c(-73.9948052, 40.6842683)
"Dunkin' Donuts/Baskin Robbins","Fast Food",c(-73.9966351, 40.6804445)
"Baby Luc's","Fast Food",c(-73.9968499, 40.6800603)
"Taco Madre","Fast Food",c(-73.9883016, 40.6927938)
"Gotcha Focaccia","Fast Food",c(-73.988461, 40.6920543)
"Panda Express","Fast Food",c(-73.9880918, 40.6919032)
"Chung Chun","Fast Food",c(-73.9730002, 40.6931317)
"Back To John's Deli","Fast Food",c(-73.9899527, 40.6725225)
"Taste of China","Fast Food",c(-73.9883462, 40.6711405)
"Screamer's Pizzeria","Fast Food",c(-73.9562023, 40.6751352)
"Taheni","Fast Food",c(-73.9833346, 40.6773744)
"Hemo's Spot","Fast Food",c(-73.9853976, 40.6781418)
"Astoria Taco Factory","Fast Food",c(-73.9270663, 40.7711169)
"Chelsea Square Market","Fast Food",c(-74.006119, 40.7446653)
"Ali's Roti Shop","Fast Food",c(-73.9506159, 40.6805741)
"A&A Bake & Doubles Shop","Fast Food",c(-73.9479492, 40.6804346)
"Subway","Fast Food",c(-74.7980988, 40.3364931)
"Five Guys","Fast Food",c(-74.8028404, 40.2649042)
"Bobbi's Italian Beef","Fast Food",c(-73.9924733, 40.6839796)
"'wichcraft","Fast Food",c(-73.9742908, 40.7396985)
"McDonald's","Fast Food",c(-74.0744459, 40.3305388)
"Dunkin' Donuts","Fast Food",c(-74.0744752, 40.329626)
"Wendy's","Fast Food",c(-74.0741909, 40.3289063)
"King & Sons Pizzeria","Fast Food",c(-74.2820677, 40.9937169)
"Krispy Kreme","Fast Food",c(-73.9110242, 40.7761633)
"Banhmigos","Fast Food",c(-73.9918459, 40.6911162)
"Dunkin' Donuts/Baskin Robbins","Fast Food",c(-73.9906561, 40.6866682)
"Cream Valley Custard","Fast Food",c(-75.3174076, 39.6516883)
"Dunkin'","Fast Food",c(-75.3341111, 39.6477676)
"Subway","Fast Food",c(-75.3343203, 39.6476519)
"Jollibee","Fast Food",c(-73.9011801, 40.7459909)
"Sonic","Fast Food",c(-74.2257233, 40.1395998)
"Acosta Restaurant","Fast Food",c(-73.9660262, 40.8003373)
"Ranch Deli","Fast Food",c(-73.9678285, 40.7978462)
"Dunkin'","Fast Food",c(-73.970507, 40.7959447)
"Chipotle","Fast Food",c(-73.9778709, 40.7861966)
"Moe's Southwest Grill","Fast Food",c(-74.1927658, 40.5530397)
"Sweetgreen","Fast Food",c(-73.9914802, 40.7264799)
"Old Fashioned Pizza","Fast Food",c(-73.9860472, 40.7317935)
"Tio Pio","Fast Food",c(-73.9852985, 40.732327)
"Cutlets","Fast Food",c(-73.987672, 40.7322913)
"Luke's Lobster","Fast Food",c(-73.9922468, 40.7348292)
"Taco Bell","Fast Food",c(-73.9879342, 40.7325687)
"Panera Bread","Fast Food",c(-73.9927396, 40.7341969)
"McDonald's","Fast Food",c(-73.9822614, 40.7310359)
"Domino's","Fast Food",c(-73.980764, 40.7304031)
"Soho Park","Fast Food",c(-73.9967169, 40.7236609)
"Best Kitchen Time","Fast Food",c(-73.9503565, 40.6565833)
"Errol's Caribbean Delights","Fast Food",c(-73.9600454, 40.6571339)
"Fat Boy's Vegan Burgers","Fast Food",c(-73.9495007, 40.6790095)
"Pattie Hut & Grill","Fast Food",c(-73.9495148, 40.6788619)
"El Jeffe","Fast Food",c(-73.9419808, 40.6801174)
"Kennedy Chicken & Grill","Fast Food",c(-73.9406217, 40.6800287)
"Baya Bar","Fast Food",c(-73.9916903, 40.6632151)
"Jalepeño King","Fast Food",c(-73.9942656, 40.6603349)
"MexSalvidor","Fast Food",c(-73.9946286, 40.6604053)
"Luigi's Pizza","Fast Food",c(-73.9933498, 40.6616234)
"Mr King","Fast Food",c(-73.9591821, 40.6530874)
"Gino's Pizza","Fast Food",c(-73.9590156, 40.6523127)
"Fruitango Juice Bar","Fast Food",c(-73.957555, 40.6503233)
"Popeyes","Fast Food",c(-73.9600666, 40.6557794)
"Chop n Blend","Fast Food",c(-73.9603722, 40.6570365)
"Family Pizza","Fast Food",c(-73.9600776, 40.6558224)
"Mike's Pizza","Fast Food",c(-73.9565007, 40.6553127)
"Mario's Pizzeria","Fast Food",c(-73.9704066, 40.689395)
"Raiz","Fast Food",c(-73.9855018, 40.7270198)
"New York Grill and Deli","Fast Food",c(-73.9815308, 40.7290503)
"Profit","Fast Food",c(-73.9802204, 40.7431575)
"Buddy's Burrito & Taco Bar","Fast Food",c(-73.9947167, 40.685156)
"Frank's","Fast Food",c(-73.9954338, 40.6791753)
"Giardini Pizza","Fast Food",c(-73.9951608, 40.6795764)
"Burrito Bowl Grill","Fast Food",c(-73.9902136, 40.6832232)
"Bella Pizza","Fast Food",c(-73.985915, 40.6895543)
"Metro Buffet","Fast Food",c(-73.9891551, 40.6884415)
"Greek Xpress","Fast Food",c(-73.9864342, 40.6914384)
"Mr. Fulton","Fast Food",c(-73.9864317, 40.6914724)
"Al B's Tacoville","Fast Food",c(-73.9830048, 40.6900185)
"$1.50 Hot Pizza","Fast Food",c(-73.983393, 40.6888518)
"Kotti Berliner","Fast Food",c(-73.9764458, 40.6819603)
"T-Swirl Crepe","Fast Food",c(-73.977625, 40.6803498)
"Harlem Shake","Fast Food",c(-73.978612, 40.6788936)
"Wholesome Bites","Fast Food",c(-73.9790395, 40.6782622)
"Maya Taqueria","Fast Food",c(-73.9798024, 40.6776386)
"Shake Shack","Fast Food",c(-73.9767176, 40.682703)
"Chick-fil-A","Fast Food",c(-73.976776, 40.6827841)
"Kemo's Hot Kitchen Bites","Fast Food",c(-73.9788194, 40.6844159)
"Angelica Pizza & Restaurant","Fast Food",c(-73.9815791, 40.6878643)
"Schwarma & Grill","Fast Food",c(-73.9892615, 40.6882779)
"La Parada Express","Fast Food",c(-73.9910788, 40.6716188)
"John's Deli","Fast Food",c(-73.9979228, 40.6747057)
"US Fried Chicken","Fast Food",c(-74.0099734, 40.675076)
"AR Hot Bagels","Fast Food",c(-74.0122467, 40.6780725)
"Master's Pizzeria","Fast Food",c(-74.0114542, 40.6438073)
"Texas Chicken & Burgers","Fast Food",c(-74.0118597, 40.6434234)
"Dog Day Afer Dark","Fast Food",c(-73.980705, 40.6604553)
"Breakhouse Cafe","Fast Food",c(-73.9930751, 40.6692193)
"Dunkin'","Fast Food",c(-73.9811645, 40.778203)
"Papa John's","Fast Food",c(-73.9509463, 40.6805931)
"Ma's Fish & Chips","Fast Food",c(-73.949979, 40.681469)
"Pattie Hut & Grill","Fast Food",c(-73.9499296, 40.6812283)
"El Rincon De Macon","Fast Food",c(-73.9498466, 40.6809375)
"Tak King","Fast Food",c(-73.9466207, 40.6803541)
"Super Natural","Fast Food",c(-73.9497128, 40.6802769)
"Empanadas Deli Food","Fast Food",c(-73.9496758, 40.6801532)
"Sakura Tokyo","Fast Food",c(-73.9498997, 40.6779162)
"John Garden","Fast Food",c(-73.9499663, 40.677093)
"Chun Vegetarian","Fast Food",c(-73.9498085, 40.6788339)
"Hadja Marley","Fast Food",c(-73.9561425, 40.6813634)
"New Imperial Kitchen","Fast Food",c(-73.956256, 40.6811071)
"Pho You","Fast Food",c(-73.9642267, 40.6827885)
"Bagel House","Fast Food",c(-73.9867356, 40.6684203)
"China Delight","Fast Food",c(-73.9969483, 40.661792)
"Alnoor Halal Deli","Fast Food",c(-73.9965353, 40.6621872)
"Popeyes","Fast Food",c(-74.109454, 40.5700086)
"Brooklyn Italian Heroes","Fast Food",c(-74.1772665, 40.5416348)
"Rocky's and Nicky's Pizzeria","Fast Food",c(-74.0313938, 40.6375078)
"Energy Fuel","Fast Food",c(-74.0315506, 40.6155747)
"Molto Bene","Fast Food",c(-74.0315771, 40.6155447)
"Panda Garden","Fast Food",c(-74.034398, 40.6157489)
"Dunkin'","Fast Food",c(-74.0323113, 40.6208272)
"Jungle Bowls","Fast Food",c(-74.031705, 40.6214868)
"Artichoke Basille's Pizza","Fast Food",c(-74.0300578, 40.61914)
"Kathy's Dumplings","Fast Food",c(-74.0293868, 40.6279744)
"Bagel Boy","Fast Food",c(-74.0294749, 40.6277554)
"Ben's Pizza","Fast Food",c(-74.0296716, 40.6264298)
"Nature's Grill","Fast Food",c(-74.0275677, 40.6316091)
"Birria Mania","Fast Food",c(-74.0280498, 40.6312254)
"Falafel Star","Fast Food",c(-74.0265371, 40.6341121)
"Taqueria El Toro","Fast Food",c(-74.0274313, 40.6327715)
"Taco Bell","Fast Food",c(-73.9794949, 40.5757167)
"Texas Chicken & Burgers","Fast Food",c(-73.979771, 40.5757299)
"Taiz Spot","Fast Food",c(-74.0237751, 40.6348433)
"Taco Bell","Fast Food",c(-74.0284607, 40.6220246)
"Texas Chicken & Burgers","Fast Food",c(-73.9609398, 40.5818757)
"Al-Sham Restaurant","Fast Food",c(-74.0231648, 40.6277807)
"Hemo's Spot","Fast Food",c(-74.0212513, 40.6334719)
"Wheel Bagels","Fast Food",c(-74.0234304, 40.6343226)
"Hazar Turkish Kabab","Fast Food",c(-74.0221368, 40.6311647)
"Mike's Donuts & Coffee","Fast Food",c(-74.0210946, 40.6336949)
"Al-Aqsa Bakery & Restaurant","Fast Food",c(-74.0210406, 40.6329572)
"Popeyes","Fast Food",c(-74.0140152, 40.6272257)
"Dunkin'","Fast Food",c(-73.9585466, 40.6084973)
"Subway","Fast Food",c(-73.9905468, 40.7195025)
"Dunkin'","Fast Food",c(-74.0021409, 40.7197797)
"Go Believe Bakery","Fast Food",c(-73.9945768, 40.7182491)
"Popeyes","Fast Food",c(-73.9951234, 40.7160109)
"Alphabet Fresh Pizza","Fast Food",c(-73.9857426, 40.7227478)
"Saltbae Burger","Fast Food",c(-73.988853, 40.7371097)
"Knapp Pizza II","Fast Food",c(-73.9732515, 40.5903404)
"Dunkin'","Fast Food",c(-73.9766734, 40.5967285)
"Subway","Fast Food",c(-74.0012217, 40.6062174)
"Subway","Fast Food",c(-73.9832941, 40.6123027)
"Dunkin'","Fast Food",c(-73.9741678, 40.753788)
"J & V PIZZA","Fast Food",c(-73.9895934, 40.6199017)
"El Sabor de la Vida","Fast Food",c(-74.0103066, 40.644307)
"Cafe Con Pan","Fast Food",c(-74.0126018, 40.6427029)
"Dunkin' Donuts/Baskin Robbins","Fast Food",c(-74.0136259, 40.6421302)
"Tenda y Comedor Andreita","Fast Food",c(-74.0129937, 40.6420453)
"Hawaiian Fried Wings","Fast Food",c(-74.0146039, 40.640785)
"Rosas Bakery","Fast Food",c(-74.0179177, 40.6416247)
"China I","Fast Food",c(-74.0163556, 40.643142)
"Subway","Fast Food",c(-74.0192819, 40.6465918)
"Sunset Pizza","Fast Food",c(-74.0132593, 40.6493985)
"New King Wok","Fast Food",c(-74.0115128, 40.6477897)
"Antojitos BK","Fast Food",c(-74.0093087, 40.6489325)
"La Tienda #2","Fast Food",c(-74.0062573, 40.6492095)
"Great Wall Restaurant","Fast Food",c(-74.0071861, 40.6479145)
"Inés Bakery","Fast Food",c(-74.0044366, 40.6545998)
"Domino's","Fast Food",c(-74.0060774, 40.652428)
"Yummy Yummy","Fast Food",c(-74.0079767, 40.6511885)
"Reine de la Nube","Fast Food",c(-74.0036242, 40.6553801)
"Cafe & Deli La Morena","Fast Food",c(-74.0068002, 40.6556002)
"Table 87 Coal Oven Pizza","Fast Food",c(-74.0045755, 40.6592037)
"Third Ave. Pizza Place","Fast Food",c(-74.004001, 40.6574273)
"Dunkin'","Fast Food",c(-74.0042551, 40.6507157)
"Huracheria Mexicana","Fast Food",c(-74.0044377, 40.6505346)
"Yummy Taco","Fast Food",c(-73.9784911, 40.6433519)
"Wing Hau II","Fast Food",c(-73.9776159, 40.6437171)
"Mr. Tong","Fast Food",c(-73.9782109, 40.6483617)
"Cozie's Pizzeria & Cafe","Fast Food",c(-73.9770543, 40.6507903)
"Bene Pizza","Fast Food",c(-73.973496, 40.6548266)
"Slice of Brooklyn","Fast Food",c(-74.0014253, 40.6569032)
"Ocean Eats","Fast Food",c(-74.0018092, 40.6565179)
"Joe's Pizzeria","Fast Food",c(-73.9816962, 40.6586149)
"Hero City Express Deli","Fast Food",c(-73.993041, 40.6649602)
"Domino's","Fast Food",c(-73.989591, 40.6654963)
"Dunkin'","Fast Food",c(-73.9784817, 40.7294239)
"J's Kitchen New York","Fast Food",c(-73.9821517, 40.7322424)
"Dunkin'","Fast Food",c(-73.9527915, 40.7986055)
"Harlem Shake","Fast Food",c(-73.9463524, 40.8071119)
"Checkers","Fast Food",c(-73.9449111, 40.8077525)
"Popeyes","Fast Food",c(-73.9438822, 40.8155747)
"Ba‘al Cafe & Falafel","Fast Food",c(-74.0039044, 40.7244728)
"Black Burger","Fast Food",c(-74.0049246, 40.7213513)
"Napoli Pizza","Fast Food",c(-74.0050263, 40.7291436)
"McDonald's","Fast Food",c(-74.0050826, 40.7287971)
"Sweetgreen","Fast Food",c(-74.0024288, 40.7299618)
"Five Guys","Fast Food",c(-74.0037762, 40.7323473)
"7J's Lucky","Fast Food",c(-73.9598377, 40.5983336)
"Mimi Juice","Fast Food",c(-73.9525222, 40.5995843)
"Vesuvius Pizzeria","Fast Food",c(-73.9554009, 40.6098593)
"Papa John's","Fast Food",c(-73.9415574, 40.5978228)
"Burger Box","Fast Food",c(-73.9402917, 40.5937146)
"Dunkin'","Fast Food",c(-73.9464932, 40.6000431)
"Empire","Fast Food",c(-73.9445847, 40.6000021)
"Dunkin' Donuts","Fast Food",c(-73.9545009, 40.6104725)
"Natural Outlet","Fast Food",c(-73.9535629, 40.6381774)
"Taco Bell Cantina","Fast Food",c(-73.9582595, 40.6457347)
"Juicy King Crab Express","Fast Food",c(-73.9605786, 40.6500173)
"Nosh Express","Fast Food",c(-73.9445015, 40.6155081)
"Original Brooklyn Bagel","Fast Food",c(-73.9444545, 40.6152704)
"Dunkin'","Fast Food",c(-73.9263035, 40.612828)
"Hot Bagel","Fast Food",c(-73.8991275, 40.6420245)
"Warude","Fast Food",c(-73.9439774, 40.6844056)
"Breuklyn Pizza","Fast Food",c(-73.9536847, 40.6831125)
"Dunkin'","Fast Food",c(-73.9555413, 40.6812394)
"Everytable","Fast Food",c(-73.9780611, 40.7291766)
"Texas Chicken & Burgers","Fast Food",c(-73.9428146, 40.6557405)
"Dunkin'","Fast Food",c(-73.942687, 40.6557482)
"Popeyes","Fast Food",c(-73.9421681, 40.6557816)
"Subway","Fast Food",c(-73.9420073, 40.6557919)
"Island Burger","Fast Food",c(-73.9317218, 40.6616448)
"Three Star Juice Lounge","Fast Food",c(-73.9317466, 40.661536)
"Mama Louisa's Hero Shoppe","Fast Food",c(-73.9474283, 40.6594861)
"Culpeppers' Restautant","Fast Food",c(-73.9509044, 40.6614262)
"Mockingbird","Fast Food",c(-73.9533484, 40.6608887)
"New Peking","Fast Food",c(-73.9605519, 40.6611439)
"Jus Fishy","Fast Food",c(-73.9604636, 40.6603736)
"Flatbush Bagel","Fast Food",c(-73.960459, 40.6603308)
"Antojitos Del Patron","Fast Food",c(-73.9612298, 40.6606863)
"Subway","Fast Food",c(-73.9604879, 40.6502586)
"Fisherman's Cove","Fast Food",c(-73.9601307, 40.6503025)
"Brownsville Market & Deli","Fast Food",c(-73.9083275, 40.6611611)
"250 Food Market","Fast Food",c(-73.908578, 40.6623853)
"Napoli's Pizza","Fast Food",c(-73.9084029, 40.662414)
"Domino's","Fast Food",c(-73.9510525, 40.6655402)
"Mermaid Fish Market","Fast Food",c(-73.9509365, 40.6679745)
"Brooklyn Wing House","Fast Food",c(-73.950917, 40.6688561)
"Tony's Pizza on Nostrand","Fast Food",c(-73.9507634, 40.6688388)
"Dunkin'","Fast Food",c(-73.9567234, 40.665595)
"Hafiya Restaurant","Fast Food",c(-73.9564118, 40.6664497)
"Grab & Go Gyro & Deli","Fast Food",c(-73.9005052, 40.6763964)
"Billy's Pizza & Pasta","Fast Food",c(-73.9565258, 40.6671182)
"Dunkin'","Fast Food",c(-73.9582584, 40.6703139)
"Sal's Restaurant","Fast Food",c(-73.958285, 40.6702399)
"Golden Krust","Fast Food",c(-73.9579831, 40.670187)
"Juicy King Crab Express","Fast Food",c(-73.9581794, 40.669624)
"New Hardee","Fast Food",c(-73.9587185, 40.6690515)
"Popeyes","Fast Food",c(-73.961115, 40.6631034)
"Dunkin'","Fast Food",c(-73.9612956, 40.663068)
"Subway","Fast Food",c(-73.990022, 40.7171079)
"King Dumplings","Fast Food",c(-73.991696, 40.716048)
"Crown Fried Chicken","Fast Food",c(-73.9505763, 40.6705866)
"Lewis Avenue Soul Food & Sea Food Restaurant","Fast Food",c(-73.9365066, 40.6894627)
"Wang Shack","Fast Food",c(-73.9500412, 40.6732111)
"Geno's Fish & Chips","Fast Food",c(-73.9504078, 40.685285)
"No. 1 Chinese Kitchen","Fast Food",c(-73.949908, 40.6746362)
"King's Wok","Fast Food",c(-73.9541773, 40.6726229)
"New Hardee","Fast Food",c(-73.9429756, 40.6924684)
"Royal Bakery & Roti","Fast Food",c(-73.9496313, 40.6775324)
"U Like Chinese Food","Fast Food",c(-73.9490802, 40.6940039)
"Good Taste","Fast Food",c(-73.9418186, 40.671886)
"Mike's Pizza","Fast Food",c(-73.9465644, 40.6958132)
"Soul Food Caterers","Fast Food",c(-73.9416581, 40.6765981)
"New China","Fast Food",c(-73.9361172, 40.6969991)
"Chipotle","Fast Food",c(-73.940902, 40.6999923)
"Golden Hing","Fast Food",c(-73.9549596, 40.6877504)
"Hong Kong Cafe","Fast Food",c(-73.9567201, 40.6871959)
"New Peking","Fast Food",c(-73.96013, 40.6887335)
"Kings of NYC Slice","Fast Food",c(-73.9571135, 40.6905905)
"Pattie Hut & Grill","Fast Food",c(-73.9306607, 40.6720989)
"O's Natural Food","Fast Food",c(-73.9558988, 40.6947293)
"Coffee Break","Fast Food",c(-73.9558394, 40.6947377)
"Move With Grace","Fast Food",c(-73.968499, 40.6932744)
"Liberty Pizzeria","Fast Food",c(-73.9660409, 40.6933192)
"Pizza Spot","Fast Food",c(-73.9601337, 40.6904792)
"Chef Katsu","Fast Food",c(-73.9663429, 40.6867762)
"Impasto","Fast Food",c(-73.9664537, 40.6868608)
"Crown Chicken & Pizza","Fast Food",c(-73.9727207, 40.693368)
"Little Pizza Parlor","Fast Food",c(-73.9844466, 40.6924372)
"Annie's First Wok Restaurant","Fast Food",c(-73.984609, 40.7015421)
"Bread & Spread","Fast Food",c(-73.9868994, 40.7025371)
"Juice Press","Fast Food",c(-73.9888929, 40.7026572)
"LP-Pizzeria","Fast Food",c(-73.9336209, 40.6982929)
"Wing Stop","Fast Food",c(-73.9355712, 40.6973074)
"Caribbean Jerkees Delight","Fast Food",c(-73.9108189, 40.6789137)
"New City","Fast Food",c(-73.9256545, 40.7028239)
