"Name","Category","geometry"
"EL APACHE FOOD INC.","Grocery",c(-74.1998802, 40.4381166)
"TEJEDA SUPERMARKET LLC 356 OCEAN AVENUE","Grocery",c(-74.0887576, 40.7008528)
"TENARES DELI MARKET 51 MARKET STREET","Grocery",c(-74.172438, 40.9163004)
"IDEAL MARKETPLACE 85 ACKERMAN AVENUE","Grocery",c(-74.1416127, 40.8811561)
"MI REFUGIO SUPERMARKET 151 COTTAGE AVENUE","Grocery",c(-75.2340768, 39.427337)
"STERLING MARKET 157-159 STERLING AVE.","Grocery",c(-74.0887576, 40.7008528)
"FOOD BAZAAR 5701 BROADWAY","Grocery",c(-74.0143064, 40.7878788)
"SEA FANE, LLC 115 SAINT GEORGES AVE.","Grocery",c(-74.2707509, 40.6520982)
"NEW CITY MEAT MARKET 384 SOUTH ORANGE AVE.","Grocery",c(-74.197388, 40.7383636)
"LA PRIMERA GROCERY, LLC 63 UNION STREET","Grocery",c(-74.223802, 40.5761692)
"HAWKINS SUPER MARKET CORP. 61 HAWKINS STREET","Grocery",c(-74.1416127, 40.7231264)
"ELM & UNION CONVENIENT STORE CORP. 109-111 ELM STREET","Grocery",c(-74.1416127, 40.7231264)
"CARIBBEAN SUPERMARKET 416 MORRIS AVENUE","Grocery",c(-74.2208673, 40.6723782)
"VICTORIA MINI MARKET 394 EAST 18TH STREET","Grocery",c(-74.156292, 40.9300511)
"TOTOWA GROCERY MEAT & PRODUCE LLC 359 TOTOWA AVE.","Grocery",c(-74.1915177, 40.920208)
"JAQUEZ MINI MARKET LLC 222 FRENCH ST.","Grocery",c(-74.45185, 40.4861552)
"QUEENS MARKET 776 BERGEN ST.","Grocery",c(-74.197388, 40.7235275)
"Superfresh 471-79 Lyons Avenue","Grocery",c(-74.2286435, 40.7263249)
"FOOD BAZAAR 635 SOUTH CLINTON AVE.","Grocery",c(-74.7541889, 40.2032304)
"FOOD BAZAAR 211 ELMORA AVE.","Grocery",c(-74.2149978, 40.6517521)
"Best Shop Supermarket 555 Westminster Ave.","Grocery",c(-74.2208673, 40.6723782)
"TONY'S DELI GROCERY 755 HAMILTON AVENUE","Grocery",c(-74.7249281, 40.2242807)
"DESPENSA ESTRELLA MARKET, INC. 1005 BERGENLINE AVE.","Grocery",c(-74.0237512, 40.7795455)
"DESPENSA DE LA HORRO FARMERS MARKET3209 BERGENLINE AVE.","Grocery",c(-74.0237512, 40.7795455)
"SAN NICOLAS DELI GROCERY STORE 215 CHESTNUT STREET","Grocery",c(-74.2707509, 40.6520982)
"G & J FOOD MARKET, LLC 60 NORTH GROVE STREET","Grocery",c(-74.2120629, 40.7725485)
"EL REY FARMER'S MARKET 6124-26 PALISADE AVENUE","Grocery",c(-74.0143064, 40.7878788)
"FOOD BAZAAR 425 ANDERSON AVE.","Grocery",c(-74.0035709, 40.8197331)
"GETTY AVE DELI dba PALESTINE SUPERM 351 GETTY AVENUE","Grocery",c(-74.156292, 40.8955467)
"BROTHERS SUPERMARKET 2606 BERGENLINE AVENUE","Grocery",c(-74.0237512, 40.7795455)
"FOOD BAZAAR 1425 KENNEDY BOULEVARD","Grocery",c(-74.0241367, 40.8053731)
"JENESLYN MINI MARKET 602 WEST STATE ST.","Grocery",c(-74.7863698, 40.2450268)
"LA NANI MINI MARKET LLC 356 UNION AVENUE","Grocery",c(-74.1915177, 40.920208)
"EJ SUPERMARKET CORP. 399 21ST AVENUE","Grocery",c(-74.1504204, 40.9045824)
"G&R GLOBAL MINI MARKET 176 SHAW STREET","Grocery",c(-74.113198, 40.8814882)
"VICTORIA'S SUPERMARKET 1, INC.","Grocery",c(-74.1680956, 40.7587895)
"SUPER FRESH FOOD WORLD","Grocery",c(-74.1843643, 40.7790278)
"DUALIS MEAT MARKET","Grocery",c(-74.1253494, 40.8651318)
"LA COSECHA","Grocery",c(-74.4409072, 39.3571983)
"SOUTH ORANGE SUPERMARKET","Grocery",c(-74.2300379, 40.7463265)
"ROSARIOS MINI MARKET","Grocery",c(-74.4510858, 39.3531388)
"FAYERS MARKET","Grocery",c(-75.1001466, 39.930554)
"MI GROCERY, LLC","Grocery",c(-74.1521786, 40.9181331)
"RIVAS GROCERY & MEAT MARKETS, LLC","Grocery",c(-74.2664261, 40.5110056)
"MADISON PLAZA 1 CORP.","Grocery",c(-74.1566058, 40.9085917)
"NEW WAY DELI MARKET","Grocery",c(-74.7631947, 40.2300124)
"NEW VILLAGE SUPERMARKET, LLC","Grocery",c(-75.1081652, 39.9232297)
"L & F DELI & GROCERY, LLC","Grocery",c(-74.4539709, 40.4969051)
"FAMILY FOOD CENTER & DELI","Grocery",c(-75.1129993, 39.912197)
"FREMONT STOP & SHOP","Grocery",c(-75.0794165, 39.9433108)
"NEWCOMB'S MARKET","Grocery",c(-75.0339623, 39.2459095)
"CITY SUPERMARKET 2","Grocery",c(-74.2495704, 40.735995)
"ORANGE GROCERY & DELI","Grocery",c(-74.1479662, 40.922009)
"ABARROTES AND DELI LOS PUENTES","Grocery",c(-75.2264838, 39.4345899)
"LA GUADALUPANA ZAPATERIA & GROCERY 20 N. LAUREL ST.","Grocery",c(-75.249843, 39.4418663)
"LA ESCONDIDA MEXICAN MARKET 418 N. MAIN ST.","Grocery",c(-74.511172, 39.3983456)
"WELSH FARMS 425 LIBERTY ST.","Grocery",c(-73.9923596, 40.3042778)
"LA BODEGA, LLC 2501 ATLANTIC AVE.","Grocery",c(-74.4408385, 39.3685196)
"ZM GROCERY 7 HAMILTON ST.","Grocery",c(-74.5384889, 40.5684363)
"EL MERCADO 247 2ND ST.","Grocery",c(-74.2061931, 40.0807404)
"MI GENTE MINI MARKET 1662 JOHN F KENNEDY BLVD.","Grocery",c(-74.0887576, 40.7008528)
"Reyes Supermarket I, LLC 35 A Elizabeth St.","Grocery",c(-74.45185, 40.4861552)
"LAS AMERICA GROCERY 203 60TH STREET","Grocery",c(-74.0143064, 40.7878788)
"SELECTOS MINI MARKET 228 ANDERSON AVE.","Grocery",c(-74.0035709, 40.8197331)
"SARITA MARKET SHOP 714 EAST JERSEY ST.","Grocery",c(-74.2040745, 40.6669059)
"LM SUPERMARKET, LLC 375 AVON AVE.","Grocery",c(-74.197388, 40.7235275)
"SUPERFOOD MARKETPLACE 50 FIRST STREET","Grocery",c(-74.1797766, 40.6517773)
"FOOD FAIR SUPERMARKET 946 MARKET ST.","Grocery",c(-74.1504204, 40.9045824)
"ASHLEY SUPERMARKET 195 1ST STREET A","Grocery",c(-74.1856472, 40.7663804)
"CITY SUPERMARKET","Grocery",c(-74.2490202, 40.7144312)
"CARIBBEAN ISLAND GROCERY","Grocery",c(-74.2649975, 40.5147128)
"KM MINI MARKET","Grocery",c(-74.4499791, 40.490364)
"Latino American Supermarket Inc","Grocery",c(-70.8736698, 43.1978624)
"LA TIPICA GROCERY","Grocery",c(-74.442962, 39.3578751)
"KOSHER WEST","Grocery",c(-74.2548428, 40.0870009)
"BRAVO SUPERMARKET","Grocery",c(-74.5604272, 40.8835619)
"BRAVO SUPERMARKET","Grocery",c(-74.1544113, 40.933983)
"EAGLE SUPERMARKET","Grocery",c(-74.2852967, 40.6131773)
"MARTINEZ GROCERY STORE","Grocery",c(-75.1125109, 39.9141913)
"C-TOWN SUPERMARKET","Grocery",c(-74.1521636, 40.9256982)
"SUPER SUPERMARKET","Grocery",c(-74.181336, 40.9384167)
"MAIN ST. DELI","Grocery",c(-75.0016473, 39.8049962)
"Picnic/Squan Market, LLC","Grocery",c(-74.2065128, 40.1031736)
"FINE FARE","Grocery",c(-74.4698728, 40.4931776)
"NACHO MINI MARKET II","Grocery",c(-75.224697, 39.441128)
"KEY FOOD","Grocery",c(-74.145417, 40.9506231)
"Q AND L FOOD MARKET, LLC","Grocery",c(-74.1525535, 40.9343957)
"ASSOCIATED FOODS","Grocery",c(-75.0579091, 39.9629283)
"WESTVILLE DELI & MINI MARKET","Grocery",c(-75.1297842, 39.8665552)
"D'VITURO GROCERY","Grocery",c(-74.1584438, 40.9127303)
"FARMBOY COUNTRY MARKET","Grocery",c(-74.1525754, 40.8927659)
"SHOP RITE OF PASSAIC - 115","Grocery",c(-74.1399612, 40.862273)
"WATERGATE DELI","Grocery",c(-74.8183846, 38.986375)
"Savoy Groceries & Deli","Grocery",c(-74.1874476, 40.7622567)
"BLUE RIBBON FRUIT & VEGETABLES LLC","Grocery",c(-74.2170613, 40.0718235)
"Brothers Grocery & Deli","Grocery",c(-74.2145032, 40.0924347)
"Mr. Supermarket","Grocery",c(-74.7457851, 40.2060032)
"Town Mini Market, LLC","Grocery",c(-75.0834944, 39.9426922)
"Acme Markets #780","Grocery",c(-74.0571232, 40.1524618)
"Good Neighbor Deli Coporation","Grocery",c(-74.2148045, 40.7343968)
"BAEZ GROCERY 2 LLC","Grocery",c(-74.266515, 40.519784)
"FINE FARE SUPERMARKET","Grocery",c(-74.0771476, 40.726375)
"MECHO SUPERMARKET","Grocery",c(-74.1839273, 40.6529582)
"PARADIS FOOD MARKET, LLC 4739 WESTFIELD AVE.","Grocery",c(-75.0552739, 39.9701797)
"OMIT DELI & GROCERY 1101 S. CLINTON AVE.","Grocery",c(-74.7541889, 40.2032304)
"IS SUPERMARKET 975A SO. ORANGE AVE.","Grocery",c(-74.2208673, 40.7564795)
"SHOP RITE OF NEWARK 206 SPRINGFIELD AVE.","Grocery",c(-74.197388, 40.7383636)
"STOP ONE MINI MARKET, LLC 15 ANDERSON ST.","Grocery",c(-74.7541889, 40.2032304)
"VASQUEZ & DIAZ MARKET 437 PARK AVE.","Grocery",c(-75.0377502, 39.4787827)
"CIDRA'S SUPERMARKET 318 NORTH 7TH ST.","Grocery",c(-75.0377502, 39.4787827)
"WILLY MINI MARKET 451 UNION AVE.","Grocery",c(-74.1797766, 40.9234909)
"MAIN STREET 99 CENT PLUS STORE, LLC 394 MAIN STREET","Grocery",c(-74.1621634, 40.9111613)
"ELTROPICAL MEAT AND GROCERIES CORP. 1897 WOODBRIDGE AVE.","Grocery",c(-74.3939339, 40.5054763)
"NORTHGATE DELI & GROCERY","Grocery",c(-75.1169199, 39.9489489)
"AM PM FOOD MART","Grocery",c(-74.4278067, 39.3620372)
"JACKSON SUPERMARKET","Grocery",c(-74.2034023, 40.6723791)
"ALIS GROCERY STORE INC.","Grocery",c(-74.4312595, 39.361123)
"AL RAYAN FOOD MARKET SUB HUB","Grocery",c(-74.0687265, 40.7247813)
"DIAMOND MINI MARKET","Grocery",c(-74.2324914, 40.7698235)
"SUPER FRESCO MARKET AND GRILL","Grocery",c(-74.4439757, 40.4880094)
"MI REINA DELI & GROCERY, LLC","Grocery",c(-74.4456616, 40.484099)
"EL RANCHO SUPERMARKET, INC.","Grocery",c(-74.4455494, 40.4807389)
"SHOP SMART FOOD MARKET","Grocery",c(-74.1822777, 40.7290155)
"CRYSTAL SUPERMARKET","Grocery",c(-74.5290603, 40.561632)
"INTERNATIONAL SUPERMARKET","Grocery",c(-74.4486471, 40.483565)
"LOS LOPEZ II, LLC","Grocery",c(-74.4575274, 40.4907104)
"VALDEZ GROCERY, LLC","Grocery",c(-74.4086387, 40.623777)
"Duran's Grocery","Grocery",c(-75.1193055, 39.9322368)
"DONA CHIVIS LLC","Grocery",c(-74.1324224, 40.861785)
"SUPER SAVERS MARKET","Grocery",c(-74.0742106, 40.348939)
"VALDEZ SUPERMARKET, LLC","Grocery",c(-74.4178, 40.6182226)
"GRANDE SUPERMAKET, INC.","Grocery",c(-73.9895876, 40.3039698)
"Carolin Park Ave. Grocery","Grocery",c(-74.1634565, 40.9150794)
"Los Kenton Supermarket 2","Grocery",c(-74.2652768, 40.5133775)
"C-Town Supermarket","Grocery",c(-74.1505095, 40.9074558)
"TROPICAL SUPERMARKET","Grocery",c(-74.4706535, 40.4702853)
"TROPICAL  SUPERMARKET","Grocery",c(-74.0343038, 40.768525)
"JIMENEZ GROCERY","Grocery",c(-75.0850003, 39.9463545)
"Country Farms","Grocery",c(-74.7252482, 39.4570819)
"MEDINA SUPERMARKET","Grocery",c(-75.0855759, 39.9453499)
"C-TOWN","Grocery",c(-74.1825743, 40.7246605)
"Walmart - 2871","Grocery",c(-74.9806563, 40.0078817)
"Walmart Supercenter - 5012","Grocery",c(-74.7148685, 40.234322)
"WALMART - 2003","Grocery",c(-74.4634729, 40.4616221)
"WALMART - 1742","Grocery",c(-75.033871, 39.7298823)
"WALMART - 5476","Grocery",c(-75.1291948, 39.8323855)
"WALMART - 1807","Grocery",c(-74.9278189, 39.8084976)
"WALMART - 3774","Grocery",c(-74.9614271, 39.6623759)
"WALMART - 3422","Grocery",c(-75.090804, 39.839394)
"WALMART SUPERCENTER - 3212","Grocery",c(-74.5534685, 39.3960202)
"WALMART - 3337","Grocery",c(-74.871866, 39.0217527)
"WALMART - 5384","Grocery",c(-75.2081585, 39.4664994)
"WALMART - 2108","Grocery",c(-74.6533338, 39.4521439)
"WALMART - 2109","Grocery",c(-75.0357422, 39.4251862)
"WALMART - 3339","Grocery",c(-75.047425, 39.4893838)
"WALMART - 3266","Grocery",c(-74.5533568, 40.2539626)
"WALMART - 1977","Grocery",c(-74.1249136, 40.072665)
"WALMART - 5414","Grocery",c(-74.1790427, 39.8584383)
"WALMART - 3078","Grocery",c(-74.3988814, 40.4584822)
"WALMART - 2651","Grocery",c(-74.5842566, 40.5463536)
"WALMART - 4456","Grocery",c(-75.0242411, 39.8545674)
"WALMART SUPERCENTER - 3830","Grocery",c(-74.3214117, 39.6170652)
"WALMART SUPERCENTER - 2294","Grocery",c(-74.8541121, 40.5252924)
"WALMART - 5281","Grocery",c(-74.2964255, 40.5358476)
"WALMART - 5142","Grocery",c(-74.0852701, 40.224999)
"Walmart Supercenter - 2503","Grocery",c(-74.8420291, 40.8163464)
"WALMART - 5340","Grocery",c(-75.0444723, 39.9385287)
"Walmart Supercenter - 5944","Grocery",c(-74.9637766, 39.9311091)
"WALMART - 2825","Grocery",c(-74.3008014, 40.4479005)
"WALMART - 2497","Grocery",c(-75.1444764, 40.6745895)
"WALMART - 2497","Grocery",c(-75.1444764, 40.6745895)
"WALMART SUPERCENTER - 5867","Grocery",c(-74.1065611, 40.6599096)
"WALMART - 5752","Grocery",c(-74.1010551, 40.8666623)
"WALMART - 5447","Grocery",c(-74.1375757, 40.7475887)
"WALMART - 3469","Grocery",c(-74.2548041, 40.6181195)
"WALMART SUPERCENTER - 3795","Grocery",c(-74.0160083, 40.8128108)
"WALMART - 3292","Grocery",c(-74.3000768, 40.6873684)
"WALMART SUPERCENTER - 3520","Grocery",c(-74.0404104, 40.7912379)
"WALMART - 3159","Grocery",c(-74.062508, 40.8624557)
"WALMART - 3236","Grocery",c(-74.293304, 40.2437615)
"WALMART - 2195","Grocery",c(-74.2263698, 40.131345)
"WALMART - 2040","Grocery",c(-74.8428338, 40.0475837)
"WALMART - 2254","Grocery",c(-74.7847244, 39.6485243)
"WALMART - 2041","Grocery",c(-75.5045599, 39.612248)
"BROOKDALE SHOP RITE-215","Grocery",c(-74.183834, 40.837682)
"SUPER SUPERMARKET","Grocery",c(-74.1776653, 40.7772334)
"EAST ORANGE SUPERMARKET","Grocery",c(-74.2110082, 40.7651806)
"Morris Farmers Market, LLC","Grocery",c(-74.4735222, 40.7985554)
"WEGMANS-95","Grocery",c(-74.2999233, 40.2909138)
"WEGMANS-9","Grocery",c(-74.0377695, 40.2400812)
"WEGMANS-93","Grocery",c(-74.6749902, 40.3060015)
"WEGMANS-96","Grocery",c(-74.6706477, 40.5737384)
"WEGMANS-32","Grocery",c(-74.2949542, 40.5494921)
"WEGMANS-10","Grocery",c(-75.035012, 39.9227703)
"WEGMANS-8","Grocery",c(-74.9148487, 39.9677985)
"Supremo Food Market","Grocery",c(-74.4213133, 40.6217948)
"BROTHERS SUPERMARKET","Grocery",c(-74.1576037, 40.7461474)
"E & D Mini Market, LLC","Grocery",c(-74.1580007, 40.9088149)
"Seasons Clifton","Grocery",c(-74.1580351, 40.8409885)
"RANDY FOOD MARKET LLC","Grocery",c(-74.1948299, 40.739244)
"MET FOOD MARKET","Grocery",c(-74.1399628, 40.7319353)
"Bonita Mini Market, LLC","Grocery",c(-74.1862978, 40.9237913)
"OLDEN DELI & GROCERY LLC","Grocery",c(-74.7313979, 40.2180669)
"Super Food Fresh Supermarket","Grocery",c(-74.5052204, 40.5781067)
"CHEPE MARKET CORPORATION","Grocery",c(-74.1592507, 40.9201675)
"International City Supermarket","Grocery",c(-74.2332779, 40.662235)
"Al Amir George","Grocery",c(-74.0696791, 40.724655)
"EMMANUEL'S MARKET CORP.","Grocery",c(-75.2228597, 39.4156914)
"VJ Market LLC","Grocery",c(-74.9430879, 39.5230404)
"ROYAL RETAIL GROCERY,LLC","Grocery",c(-74.1631038, 40.7701504)
"Josmary Deli and Grocery","Grocery",c(-74.744255, 40.2092543)
"P&M SUPERMARKET","Grocery",c(-74.1250063, 40.865315)
"Meat City Market","Grocery",c(-74.4388031, 40.5962947)
"Imperial Supermarket, LLC","Grocery",c(-74.4638728, 40.495087)
"El Mega Supermarket, LLC","Grocery",c(-74.1165176, 40.8625591)
"UNIVERSAL MEAT","Grocery",c(-74.2664416, 40.6165834)
"CLINTON AVE GROCERY 2 LLC","Grocery",c(-74.2237422, 40.7246031)
"Ivelisse Grocery","Grocery",c(-74.2150207, 40.6467447)
"Colonial Foods Farm Market","Grocery",c(-74.7624633, 40.2198419)
"MINI MARKET ANA MARIA LLC","Grocery",c(-74.1249131, 40.8483793)
"LA VILLITA FARM MARKET LLC","Grocery",c(-74.4484978, 39.3541862)
"J.M. GROCERY STORE & DELI","Grocery",c(-74.1981204, 40.7519579)
"B & M FOOD MART","Grocery",c(-74.02494, 40.7780413)
"CAP OF LANCASTER COUNTY","Grocery",c(-76.31, 40.04)
"COMPARE SUPERMARKET","Grocery",c(-74.1245007, 40.8622183)
"CONSTANZA","Grocery",c(-74.2761373, 40.5106767)
"CONSTANZA MINI MARKET","Grocery",c(-74.263989, 40.5215149)
"EL CARIBE SUPERMARKET","Grocery",c(-74.1659706, 40.7759377)
"EXTRA SUPERMARKET","Grocery",c(-74.1936274, 40.7253968)
"EXTRA SUPERMARKET","Grocery",c(-74.0784341, 40.7110444)
"FAMILY GROCERY","Grocery",c(-74.4491613, 40.4915595)
"FERNANDEZ SUPERMARKET","Grocery",c(-74.747099, 40.209027)
"FREDDY'S DELI & GROCERY","Grocery",c(-74.7440311, 40.2333888)
"JO JO'S MARKET","Grocery",c(-74.7399477, 40.2262827)
"K & B FOOD PLAZA","Grocery",c(-74.1331028, 40.8689201)
"KOSHER VILLAGE","Grocery",c(-74.1993135, 40.1051758)
"LA SORPRESA CORP","Grocery",c(-74.0410972, 40.7625765)
"ORIGINAL TROPICAL","Grocery",c(-74.200137, 40.7821097)
"POLANCO BROTHERS SUPERMARKET","Grocery",c(-74.1525134, 40.9182712)
"RODRIGUEZ DELI GROCERY","Grocery",c(-74.7541089, 40.2150213)
"SAKER SHOP RITE - 613","Grocery",c(-74.221621, 40.3952149)
"SAKER SHOP RITE - 514","Grocery",c(-74.7693659, 40.2494572)
"SAKER SHOP RITE - 566","Grocery",c(-74.6642066, 40.2261109)
"SAKER SHOP RITE - 521","Grocery",c(-74.6424096, 40.1919463)
"SAKER SHOP RITE - 637","Grocery",c(-74.0488311, 40.1675717)
"SAKER SHOP RITE - 506","Grocery",c(-74.5321842, 40.278458)
"SAKER SHOP RITE - 533","Grocery",c(-74.7870097, 40.3061964)
"SAKER SHOP RITE - 617","Grocery",c(-74.6486663, 40.4050629)
"SAKER SHOP RITE - 500","Grocery",c(-74.6815889, 40.2984718)
"SAKER SHOP RITE - 641","Grocery",c(-74.143879, 40.0615099)
"SAKER SHOP RITE - 630","Grocery",c(-74.08033, 40.121287)
"SAKER SHOP RITE - 604","Grocery",c(-74.2053324, 39.9659554)
"SAKER SHOP RITE - 585","Grocery",c(-74.3965167, 40.4569193)
"SAKER SHOP RITE - 552","Grocery",c(-74.4437123, 40.5516405)
"SAKER SHOP RITE - 572","Grocery",c(-74.7041056, 40.1736281)
"SAKER SHOP RITE - 466","Grocery",c(-74.553096, 40.570326)
"SAKER SHOP RITE - 573","Grocery",c(-74.375101, 40.5151882)
"SAKER SHOP RITE - 524","Grocery",c(-74.494363, 40.4288443)
"SAKER SHOP RITE - 522","Grocery",c(-74.2933499, 40.5680686)
"SAKER SHOP RITE - 626","Grocery",c(-74.1840592, 40.419574)
"SAKER SHOP RITE - 628","Grocery",c(-74.1201421, 40.4016769)
"SAKER SHOP RITE - 299","Grocery",c(-74.043002, 40.2265658)
"SAKER SHOP RITE - 553","Grocery",c(-74.3131045, 40.4674363)
"SAKER SHOP RITE - 470","Grocery",c(-74.6918207, 40.6046681)
"SAKER SHOP RITE - 468","Grocery",c(-74.6158919, 40.5695688)
"SAKER SHOP RITE - 578","Grocery",c(-74.3921168, 40.57644)
"SAKER SHOP RITE - 620","Grocery",c(-74.068107, 40.3157679)
"SAKER SHOP RITE - 607","Grocery",c(-74.278258, 40.243718)
"SAKER SHOP RITE - 631","Grocery",c(-74.227562, 40.1403317)
"SAKER SHOP RITE - 193","Grocery",c(-74.3045282, 40.3423349)
"SAKER SHOP RITE - 623","Grocery",c(-74.0322614, 40.2946494)
"J & M GROCERY","Grocery",c(-75.2268712, 39.4313731)
"J & M Grocery 293 16th Ave","Grocery",c(-74.197388, 40.7383636)
"4th Street Grocery 92-94 4th Street","Grocery",c(-74.1298684, 40.8597746)
"Despensa Del Ahorro Giant Market 1081 Elizabeth Avenue","Grocery",c(-74.2040745, 40.6669059)
"C-TOWN SUPERMARKET 333 Suydam Street","Grocery",c(-74.45185, 40.4861552)
"NEW BRUNSWICK SUPERMARKET, INC. 138 REMSEN AVENUE","Grocery",c(-74.45185, 40.4861552)
"SUPER DELI CIBAO LLC 629 Kennedy Blvd.","Grocery",c(-74.0241367, 40.8053731)
"Young Market LLC 801 Carol Miller Blv.","Grocery",c(-75.1136721, 39.9175385)
"NANA PENA GROCERY DELI MARKET MULTI276 TRENTON AVENUE","Grocery",c(-74.156292, 40.8955467)
"EDDY'S SUPERMARKET LLC","Grocery",c(-74.2135991, 40.723341)
"Extra Supermarket","Grocery",c(-74.2183911, 40.7126293)
"TEHUIT MINIMARKET LLC","Grocery",c(-74.1162193, 40.863654)
"CARNICERIA LATINA SUPERMARKET","Grocery",c(-74.0182381, 40.7831109)
"SUPREMO FOOD MARKET","Grocery",c(-75.3531272, 39.8020452)
"SUPREME FOOD MARKET","Grocery",c(-74.7519488, 40.1992196)
"SUPREMO FOOD MARKET","Grocery",c(-74.2238696, 40.7278648)
"CITI GROCER","Grocery",c(-74.205648, 40.66299)
"SUPREMO FOOD MARKET","Grocery",c(-74.2668949, 40.5072829)
"SUPREMO FOOD MARKET","Grocery",c(-74.0475482, 40.739769)
"FOLEY'S FAMILY MARKET","Grocery",c(-74.6959312, 40.2074)
"SHOP RITE OF CLINTON","Grocery",c(-74.9214699, 40.6264202)
"SHOP RITE OF FLEMINGTON","Grocery",c(-74.856751, 40.497943)
"SHOP RITE OF GREENWICH","Grocery",c(-75.1474864, 40.6811786)
"SHOP RITE PERLMART-661","Grocery",c(-74.2960772, 40.1401869)
"SHOP RITE PERLMART-663","Grocery",c(-74.1529434, 39.9126703)
"SHOP RITE PERLMART-655","Grocery",c(-74.1827351, 39.8522883)
"SHOP RITE PERLMART-656","Grocery",c(-74.1365664, 39.9714857)
"SHOP RITE PERLMART-665","Grocery",c(-74.1969132, 39.7952432)
"SHOP RITE PERLMART-659","Grocery",c(-76.7913558, 39.9478354)
"SHOP RITE PERLMART-649","Grocery",c(-74.2677779, 39.698519)
"STOP & SHOP - 804","Grocery",c(-74.4241718, 40.6403722)
"STOP & SHOP - 830","Grocery",c(-74.087748, 40.0773715)
"STOP & SHOP - 2810","Grocery",c(-74.0502998, 40.0911587)
"STOP & SHOP  - 2807","Grocery",c(-74.2991711, 40.8530749)
"STOP & SHOP - 855","Grocery",c(-74.3884823, 39.9575411)
"STOP & SHOP - 873","Grocery",c(-90.2274329, 32.399364)
"STOP & SHOP - 850","Grocery",c(-74.7822753, 40.3012611)
"STOP & SHOP - 840","Grocery",c(-74.1430398, 40.0236925)
"STOP & SHOP - 811","Grocery",c(-74.1733476, 39.9577474)
"STOP & SHOP - 808","Grocery",c(-74.2231071, 40.0439694)
"STOP & SHOP - 2809","Grocery",c(-74.3911852, 40.4319364)
"STOP & SHOP - 859","Grocery",c(-74.3627781, 40.5955599)
"STOP & SHOP - 803","Grocery",c(-74.3634209, 40.5243102)
"STOP & SHOP - 802","Grocery",c(-74.5589589, 40.4294488)
"STOP & SHOP - 810","Grocery",c(-74.4386745, 40.3146123)
"STOP & SHOP - 897","Grocery",c(-74.4395561, 40.5609505)
"STOP & SHOP - 818","Grocery",c(-74.5086541, 40.380535)
"STOP & SHOP - 866","Grocery",c(-74.8563328, 40.5421475)
"STOP & SHOP - 885","Grocery",c(-74.2605735, 41.0857726)
"STOP & SHOP - 843","Grocery",c(-74.0510359, 40.7427347)
"STOP & SHOP - 887","Grocery",c(-74.1004105, 40.3898121)
"STOP & SHOP - 2814","Grocery",c(-74.0282221, 40.2017311)
"STOP & SHOP - 893","Grocery",c(-74.4633703, 40.8421439)
"STOP & SHOP - 816","Grocery",c(-75.1484955, 40.679501)
"STOP & SHOP - 2800","Grocery",c(-74.4926956, 40.4740339)
"STOP & SHOP - 2800","Grocery",c(-74.4926956, 40.4740339)
"STOP & SHOP - 809","Grocery",c(-74.4864257, 40.5129753)
"STOP & SHOP - 867","Grocery",c(-74.424808, 40.4992513)
"STOP & SHOP - 2815","Grocery",c(-74.2830575, 40.9670344)
"STOP & SHOP - 820","Grocery",c(-74.1158293, 40.9809222)
"STOP & SHOP - 853","Grocery",c(-74.1041829, 40.667771)
"STOP & SHOP - 800","Grocery",c(-74.1869482, 40.7867938)
"STOP & SHOP - 2802","Grocery",c(-74.1764288, 40.855523)
"STOP & SHOP - 813","Grocery",c(-74.1395942, 40.8270611)
"STOP & SHOP - 819","Grocery",c(-74.1178481, 40.8041772)
"STOP & SHOP - 831","Grocery",c(-74.1010551, 40.8432292)
"STOP & SHOP - 2817","Grocery",c(-74.2653414, 40.7391206)
"STOP & SHOP - 852","Grocery",c(-74.2657425, 40.6982174)
"STOP & SHOP - 857","Grocery",c(-74.352037, 40.6534255)
"STOP & SHOP - 822","Grocery",c(-74.2063765, 40.6816457)
"STOP & SHOP - 2818","Grocery",c(-74.3609957, 41.0028072)
"STOP & SHOP - 829","Grocery",c(-74.2117419, 41.023423)
"STOP & SHOP - 860","Grocery",c(-74.2987127, 41.0186859)
"STOP & SHOP - 888","Grocery",c(-74.24479, 40.9636369)
"STOP & SHOP - 825","Grocery",c(-74.1671067, 41.0125384)
"STOP & SHOP - 817","Grocery",c(-74.0665548, 40.8772081)
"STOP & SHOP - 2819","Grocery",c(-73.9629838, 40.9687402)
"STOP & SHOP - 828","Grocery",c(-73.9960418, 40.9374395)
"STOP & SHOP - 812","Grocery",c(-74.0261747, 40.9817236)
"STOP & SHOP - 878","Grocery",c(-74.0707026, 40.9262181)
"STOP & SHOP - 851","Grocery",c(-74.0209235, 40.8876193)
"STOP & SHOP - 835","Grocery",c(-73.9651878, 40.9268988)
"STOP & SHOP - 2812","Grocery",c(-74.3079713, 40.2411181)
"STOP & SHOP - 815","Grocery",c(-74.2224681, 40.1313635)
"STOP & SHOP - 801","Grocery",c(-74.1975628, 40.4255754)
"STOP & SHOP - 2813","Grocery",c(-73.9891568, 40.2831412)
"STOP & SHOP - 807","Grocery",c(-74.2221512, 40.3976137)
"STOP & SHOP - 823","Grocery",c(-74.6336385, 41.0420921)
"STOP & SHOP - 877","Grocery",c(-74.5506994, 40.6839909)
